tube_assembly_id,spec1
TA-02588,SP-0063
TA-02605,SP-0007
TA-02609,SP-0063
TA-02611,SP-0007
TA-02612,SP-0024
TA-02617,SP-0024
TA-02618,SP-0004
TA-02619,SP-0063
TA-02620,SP-0063
TA-02621,SP-0063
TA-02622,SP-0063
TA-02623,SP-0012
TA-02627,SP-0012
TA-02629,SP-0063
TA-02631,SP-0004
TA-02636,SP-0007
TA-02640,SP-0007
TA-02642,SP-0012
TA-02643,SP-0007
TA-02644,SP-0007
TA-02649,SP-0063
TA-02650,SP-0007
TA-02651,SP-0063
TA-02653,SP-0063
TA-02654,SP-0004
TA-02655,SP-0007
TA-02661,SP-0063
TA-02662,SP-0063
TA-02663,SP-0063
TA-02664,SP-0063
TA-02666,SP-0063
TA-02667,SP-0063
TA-02668,SP-0063
TA-02669,SP-0063
TA-02670,SP-0063
TA-02671,SP-0063
TA-02672,SP-0007
TA-02677,SP-0012
TA-02678,SP-0012
TA-02679,SP-0063
TA-02680,SP-0010
TA-02692,SP-0007
TA-02694,SP-0007
TA-02700,SP-0007
TA-02701,SP-0007
TA-02704,SP-0004
TA-02705,SP-0063
TA-02706,SP-0063
TA-02709,SP-0058
TA-02710,SP-0010
TA-02711,SP-0010
TA-02716,SP-0007
TA-02717,SP-0007
TA-02718,SP-0063
TA-02719,SP-0007
TA-02722,SP-0007
TA-02734,SP-0004
TA-02735,SP-0063
TA-02736,SP-0058
TA-02737,SP-0058
TA-02738,SP-0063
TA-02739,SP-0063
TA-02740,SP-0058
TA-02741,SP-0058
TA-02750,SP-0004
TA-02751,SP-0058
TA-02755,SP-0063
TA-02756,SP-0063
TA-02757,SP-0007
TA-02758,SP-0063
TA-02759,SP-0063
TA-02760,SP-0063
TA-02765,SP-0007
TA-02766,SP-0007
TA-02767,SP-0007
TA-02770,SP-0007
TA-02771,SP-0069
TA-02772,SP-0007
TA-02773,SP-0063
TA-02774,SP-0063
TA-02791,SP-0004
TA-02794,SP-0004
TA-02797,SP-0058
TA-02798,SP-0058
TA-02800,SP-0007
TA-02801,SP-0007
TA-02802,SP-0007
TA-02804,SP-0007
TA-02805,SP-0007
TA-02807,SP-0012
TA-02808,SP-0012
TA-02809,SP-0007
TA-02810,SP-0007
TA-02814,SP-0007
TA-02819,SP-0063
TA-02820,SP-0063
TA-02822,SP-0070
TA-02825,SP-0063
TA-02833,SP-0007
TA-02834,SP-0063
TA-02835,SP-0063
TA-02849,SP-0007
TA-02850,SP-0058
TA-02854,SP-0007
TA-02855,SP-0063
TA-02856,SP-0004
TA-02864,SP-0007
TA-02873,SP-0058
TA-02874,SP-0063
TA-02875,SP-0007
TA-02876,SP-0007
TA-02877,SP-0007
TA-02878,SP-0007
TA-02879,SP-0007
TA-02883,SP-0007
TA-02884,SP-0007
TA-02885,SP-0007
TA-02886,SP-0012
TA-02897,SP-0007
TA-02898,SP-0007
TA-02899,SP-0007
TA-02921,SP-0007
TA-02924,SP-0004
TA-02925,SP-0004
TA-02926,SP-0007
TA-02927,SP-0063
TA-02928,SP-0063
TA-02929,SP-0007
TA-02930,SP-0007
TA-02931,SP-0007
TA-02932,SP-0004
TA-02934,SP-0012
TA-02935,SP-0012
TA-02936,SP-0007
TA-02937,SP-0007
TA-02939,SP-0007
TA-02940,SP-0007
TA-02941,SP-0063
TA-02942,SP-0004
TA-02943,SP-0004
TA-02945,SP-0058
TA-02946,SP-0007
TA-02947,SP-0007
TA-02948,SP-0007
TA-02949,SP-0024
TA-02953,SP-0007
TA-02954,SP-0007
TA-02956,SP-0007
TA-02966,SP-0004
TA-02967,SP-0012
TA-02968,SP-0004
TA-02969,SP-0004
TA-02970,SP-0007
TA-02971,SP-0007
TA-02973,SP-0069
TA-02976,SP-0007
TA-02977,SP-0004
TA-02978,SP-0007
TA-02979,SP-0007
TA-02980,SP-0007
TA-02983,SP-0007
TA-02984,SP-0007
TA-02988,SP-0007
TA-02990,SP-0004
TA-02997,SP-0012
TA-02998,SP-0063
TA-03000,SP-0063
TA-03001,SP-0063
TA-03002,SP-0063
TA-03003,SP-0063
TA-03004,SP-0063
TA-03005,SP-0063
TA-03008,SP-0007
TA-03009,SP-0007
TA-03012,SP-0007
TA-03013,SP-0007
TA-03014,SP-0012
TA-03015,SP-0012
TA-03022,SP-0058
TA-03023,SP-0004
TA-03027,SP-0063
TA-03029,SP-0007
TA-03031,SP-0007
TA-03038,SP-0007
TA-03042,SP-0004
TA-03045,SP-0080
TA-03046,SP-0080
TA-03047,SP-0007
TA-03056,SP-0007
TA-03057,SP-0007
TA-03058,SP-0007
TA-03059,SP-0004
TA-03066,SP-0063
TA-03067,SP-0007
TA-03076,SP-0007
TA-03078,SP-0063
TA-03079,SP-0063
TA-03080,SP-0063
TA-03081,SP-0063
TA-03082,SP-0063
TA-03083,SP-0007
TA-03094,SP-0007
TA-03095,SP-0007
TA-03096,SP-0007
TA-03097,SP-0007
TA-03104,SP-0080
TA-03112,SP-0063
TA-03113,SP-0007
TA-03117,SP-0063
TA-03118,SP-0063
TA-03119,SP-0063
TA-03120,SP-0007
TA-03121,SP-0007
TA-03122,SP-0007
TA-03124,SP-0007
TA-03125,SP-0007
TA-03151,SP-0063
TA-03152,SP-0004
TA-03153,SP-0007
TA-03165,SP-0063
TA-03166,SP-0063
TA-03167,SP-0063
TA-03168,SP-0063
TA-03173,SP-0058
TA-03175,SP-0058
TA-03176,SP-0063
TA-03177,SP-0058
TA-03179,SP-0063
TA-03180,SP-0058
TA-03181,SP-0063
TA-03182,SP-0063
TA-03183,SP-0007
TA-03184,SP-0063
TA-03187,SP-0063
TA-03188,SP-0063
TA-03189,SP-0063
TA-03190,SP-0063
TA-03191,SP-0063
TA-03196,SP-0007
TA-03198,SP-0007
TA-03199,SP-0007
TA-03200,SP-0007
TA-03202,SP-0004
TA-03203,SP-0004
TA-03204,SP-0007
TA-03206,SP-0007
TA-03209,SP-0058
TA-03210,SP-0063
TA-03216,SP-0007
TA-03217,SP-0058
TA-03218,SP-0058
TA-03219,SP-0063
TA-03221,SP-0007
TA-03227,SP-0007
TA-03228,SP-0004
TA-03229,SP-0004
TA-03230,SP-0007
TA-03231,SP-0004
TA-03232,SP-0004
TA-03233,SP-0007
TA-03234,SP-0007
TA-03244,SP-0007
TA-03245,SP-0007
TA-03246,SP-0004
TA-03248,SP-0007
TA-03255,SP-0007
TA-03257,SP-0088
TA-03258,SP-0007
TA-03259,SP-0063
TA-03260,SP-0024
TA-03262,SP-0007
TA-03267,SP-0007
TA-03280,SP-0007
TA-03281,SP-0007
TA-03283,SP-0007
TA-03284,SP-0007
TA-03287,SP-0088
TA-03291,SP-0024
TA-03292,SP-0007
TA-03294,SP-0007
TA-03295,SP-0007
TA-03296,SP-0007
TA-03300,SP-0007
TA-03301,SP-0007
TA-03309,SP-0063
TA-03310,SP-0063
TA-03311,SP-0063
TA-03314,SP-0007
TA-03315,SP-0007
TA-03316,SP-0007
TA-03319,SP-0007
TA-03328,SP-0063
TA-03330,SP-0058
TA-03347,SP-0007
TA-03350,SP-0007
TA-03358,SP-0007
TA-03361,SP-0058
TA-03365,SP-0063
TA-03367,SP-0007
TA-03368,SP-0063
TA-03369,SP-0004
TA-03372,SP-0004
TA-03373,SP-0058
TA-03374,SP-0004
TA-03375,SP-0004
TA-03376,SP-0058
TA-03380,SP-0004
TA-03381,SP-0007
TA-03384,SP-0007
TA-03385,SP-0007
TA-03386,SP-0007
TA-03387,SP-0012
TA-03398,SP-0063
TA-03400,SP-0007
TA-03402,SP-0007
TA-03403,SP-0063
TA-03404,SP-0063
TA-03405,SP-0007
TA-03406,SP-0007
TA-03407,SP-0007
TA-03414,SP-0007
TA-03415,SP-0007
TA-03416,SP-0007
TA-03417,SP-0007
TA-03418,SP-0007
TA-03419,SP-0007
TA-03423,SP-0007
TA-03424,SP-0007
TA-03425,SP-0007
TA-03463,SP-0063
TA-03464,SP-0063
TA-03465,SP-0063
TA-03466,SP-0063
TA-03469,SP-0007
TA-03476,SP-0058
TA-03479,SP-0063
TA-03480,SP-0007
TA-03481,SP-0063
TA-03484,SP-0007
TA-03487,SP-0063
TA-03488,SP-0063
TA-03493,SP-0004
TA-03508,SP-0012
TA-03509,SP-0007
TA-03511,SP-0007
TA-03512,SP-0007
TA-03513,SP-0007
TA-03517,SP-0004
TA-03519,SP-0007
TA-03522,SP-0058
TA-03523,SP-0007
TA-03527,SP-0063
TA-03528,SP-0063
TA-03529,SP-0002
TA-03531,SP-0058
TA-03536,SP-0007
TA-03538,SP-0007
TA-03540,SP-0007
TA-03541,SP-0004
TA-03543,SP-0007
TA-03544,SP-0007
TA-03547,SP-0007
TA-03548,SP-0007
TA-03551,SP-0004
TA-03552,SP-0007
TA-03554,SP-0007
TA-03563,SP-0063
TA-03564,SP-0063
TA-03565,SP-0063
TA-03567,SP-0063
TA-03568,SP-0063
TA-03570,SP-0063
TA-03574,SP-0080
TA-03578,SP-0063
TA-03579,SP-0004
TA-03580,SP-0004
TA-03583,SP-0004
TA-03590,SP-0007
TA-03593,SP-0007
TA-03594,SP-0007
TA-03595,SP-0007
TA-03598,SP-0024
TA-03599,SP-0007
TA-03600,SP-0007
TA-03602,SP-0007
TA-03604,SP-0007
TA-03605,SP-0012
TA-03606,SP-0012
TA-03608,SP-0063
TA-03609,SP-0063
TA-03610,SP-0012
TA-03620,SP-0004
TA-03624,SP-0007
TA-03626,SP-0007
TA-03639,SP-0063
TA-03640,SP-0063
TA-03643,SP-0070
TA-03648,SP-0004
TA-03649,SP-0007
TA-03650,SP-0007
TA-03651,SP-0007
TA-03658,SP-0007
TA-03659,SP-0007
TA-03663,SP-0080
TA-03664,SP-0063
TA-03671,SP-0007
TA-03672,SP-0007
TA-03674,SP-0007
TA-03683,SP-0007
TA-03684,SP-0080
TA-03687,SP-0007
TA-03688,SP-0007
TA-03689,SP-0063
TA-03698,SP-0063
TA-03699,SP-0063
TA-03703,SP-0007
TA-03704,SP-0007
TA-03706,SP-0007
TA-03707,SP-0007
TA-03713,SP-0063
TA-03714,SP-0012
TA-03715,SP-0007
TA-03727,SP-0024
TA-03728,SP-0024
TA-03734,SP-0007
TA-03764,SP-0007
TA-03765,SP-0007
TA-03766,SP-0007
TA-03767,SP-0007
TA-03768,SP-0004
TA-03769,SP-0004
TA-03770,SP-0063
TA-03771,SP-0063
TA-03772,SP-0063
TA-03773,SP-0063
TA-03774,SP-0063
TA-03775,SP-0063
TA-03776,SP-0063
TA-03778,SP-0007
TA-03779,SP-0063
TA-03780,SP-0063
TA-03781,SP-0009
TA-03782,SP-0004
TA-03783,SP-0009
TA-03784,SP-0009
TA-03785,SP-0069
TA-03787,SP-0012
TA-03789,SP-0007
TA-03792,SP-0007
TA-03793,SP-0007
TA-03794,SP-0007
TA-03796,SP-0007
TA-03797,SP-0007
TA-03799,SP-0063
TA-03800,SP-0070
TA-03801,SP-0007
TA-03802,SP-0007
TA-03804,SP-0007
TA-03805,SP-0063
TA-03807,SP-0063
TA-03808,SP-0063
TA-03809,SP-0007
TA-03812,SP-0007
TA-03813,SP-0007
TA-03814,SP-0004
TA-03815,SP-0058
TA-03822,SP-0063
TA-03826,SP-0080
TA-03827,SP-0004
TA-03830,SP-0063
TA-03831,SP-0063
TA-03832,SP-0063
TA-03839,SP-0080
TA-03840,SP-0080
TA-03845,SP-0080
TA-03850,SP-0063
TA-03853,SP-0007
TA-03859,SP-0007
TA-03868,SP-0063
TA-03870,SP-0024
TA-03871,SP-0024
TA-03872,SP-0024
TA-03873,SP-0024
TA-03876,SP-0004
TA-03877,SP-0004
TA-03880,SP-0080
TA-03881,SP-0007
TA-03882,SP-0007
TA-03890,SP-0007
TA-03892,SP-0007
TA-03894,SP-0007
TA-03896,SP-0057
TA-03897,SP-0007
TA-03898,SP-0007
TA-03899,SP-0007
TA-03900,SP-0007
TA-03901,SP-0007
TA-03902,SP-0007
TA-03903,SP-0007
TA-03904,SP-0007
TA-03908,SP-0012
TA-03914,SP-0058
TA-03915,SP-0063
TA-03916,SP-0007
TA-03919,SP-0012
TA-03920,SP-0007
TA-03921,SP-0007
TA-03922,SP-0007
TA-03923,SP-0007
TA-03927,SP-0007
TA-03928,SP-0007
TA-03930,SP-0007
TA-03934,SP-0063
TA-03935,SP-0063
TA-03936,SP-0063
TA-03937,SP-0063
TA-03938,SP-0063
TA-03939,SP-0004
TA-03940,SP-0058
TA-03941,SP-0063
TA-03942,SP-0063
TA-03943,SP-0007
TA-03944,SP-0007
TA-03945,SP-0007
TA-03948,SP-0063
TA-03949,SP-0058
TA-03950,SP-0058
TA-03951,SP-0058
TA-03952,SP-0058
TA-03953,SP-0058
TA-03954,SP-0063
TA-03955,SP-0080
TA-03956,SP-0007
TA-03958,SP-0012
TA-03959,SP-0012
TA-03961,SP-0063
TA-03963,SP-0004
TA-03967,SP-0058
TA-03969,SP-0063
TA-03970,SP-0063
TA-03971,SP-0058
TA-03972,SP-0080
TA-03973,SP-0063
TA-03974,SP-0063
TA-03975,SP-0063
TA-03977,SP-0063
TA-03984,SP-0063
TA-03985,SP-0063
TA-03986,SP-0058
TA-03987,SP-0063
TA-03988,SP-0063
TA-03989,SP-0063
TA-03998,SP-0012
TA-03999,SP-0012
TA-04002,SP-0012
TA-04003,SP-0007
TA-04004,SP-0007
TA-04005,SP-0070
TA-04014,SP-0007
TA-04015,SP-0007
TA-04021,SP-0007
TA-04022,SP-0007
TA-04023,SP-0058
TA-04030,SP-0007
TA-04032,SP-0007
TA-04034,SP-0007
TA-04036,SP-0063
TA-04037,SP-0063
TA-04038,SP-0063
TA-04043,SP-0007
TA-04044,SP-0007
TA-04046,SP-0024
TA-04047,SP-0012
TA-04051,SP-0058
TA-04052,SP-0058
TA-04053,SP-0080
TA-04054,SP-0063
TA-04055,SP-0063
TA-04056,SP-0063
TA-04057,SP-0063
TA-04061,SP-0080
TA-04065,SP-0007
TA-04066,SP-0063
TA-04067,SP-0063
TA-04071,SP-0063
TA-04072,SP-0007
TA-04073,SP-0007
TA-04074,SP-0007
TA-04075,SP-0007
TA-04076,SP-0007
TA-04077,SP-0007
TA-04078,SP-0007
TA-04079,SP-0007
TA-04080,SP-0007
TA-04081,SP-0007
TA-04082,SP-0007
TA-04083,SP-0007
TA-04084,SP-0007
TA-04085,SP-0007
TA-04086,SP-0007
TA-04087,SP-0007
TA-04088,SP-0007
TA-04089,SP-0007
TA-04090,SP-0007
TA-04091,SP-0004
TA-04092,SP-0063
TA-04093,SP-0063
TA-04094,SP-0007
TA-04095,SP-0063
TA-04096,SP-0007
TA-04097,SP-0063
TA-04098,SP-0012
TA-04099,SP-0007
TA-04100,SP-0007
TA-04102,SP-0004
TA-04103,SP-0063
TA-04104,SP-0063
TA-04108,SP-0004
TA-04117,SP-0007
TA-04118,SP-0007
TA-04119,SP-0007
TA-04121,SP-0024
TA-04151,SP-0012
TA-04176,SP-0080
TA-04179,SP-0063
TA-04180,SP-0007
TA-04181,SP-0007
TA-04182,SP-0024
TA-04189,SP-0004
TA-04193,SP-0063
TA-04194,SP-0013
TA-04196,SP-0007
TA-04197,SP-0063
TA-04201,SP-0007
TA-04203,SP-0007
TA-04207,SP-0007
TA-04209,SP-0012
TA-04211,SP-0007
TA-04212,SP-0058
TA-04213,SP-0058
TA-04214,SP-0063
TA-04229,SP-0007
TA-04230,SP-0063
TA-04231,SP-0063
TA-04240,SP-0013
TA-04241,SP-0007
TA-04250,SP-0012
TA-04256,SP-0007
TA-04257,SP-0012
TA-04258,SP-0012
TA-04261,SP-0013
TA-04262,SP-0007
TA-04266,SP-0063
TA-04267,SP-0007
TA-04270,SP-0057
TA-04271,SP-0057
TA-04272,SP-0057
TA-04273,SP-0057
TA-04274,SP-0057
TA-04275,SP-0057
TA-04278,SP-0063
TA-04279,SP-0063
TA-04280,SP-0063
TA-04282,SP-0063
TA-04283,SP-0007
TA-04285,SP-0070
TA-04288,SP-0007
TA-04289,SP-0007
TA-04290,SP-0007
TA-04291,SP-0007
TA-04293,SP-0007
TA-04304,SP-0007
TA-04305,SP-0012
TA-04306,SP-0004
TA-04307,SP-0004
TA-04308,SP-0004
TA-04309,SP-0004
TA-04310,SP-0004
TA-04311,SP-0004
TA-04313,SP-0063
TA-04314,SP-0080
TA-04315,SP-0013
TA-04316,SP-0013
TA-04317,SP-0013
TA-04318,SP-0080
TA-04319,SP-0013
TA-04322,SP-0007
TA-04323,SP-0007
TA-04332,SP-0058
TA-04333,SP-0063
TA-04334,SP-0058
TA-04335,SP-0063
TA-04336,SP-0063
TA-04343,SP-0012
TA-04344,SP-0012
TA-04345,SP-0012
TA-04346,SP-0012
TA-04347,SP-0007
TA-04350,SP-0004
TA-04351,SP-0058
TA-04352,SP-0004
TA-04353,SP-0004
TA-04354,SP-0004
TA-04355,SP-0063
TA-04369,SP-0063
TA-04370,SP-0007
TA-04371,SP-0007
TA-04373,SP-0007
TA-04376,SP-0004
TA-04378,SP-0072
TA-04380,SP-0070
TA-04383,SP-0004
TA-04384,SP-0004
TA-04386,SP-0063
TA-04387,SP-0004
TA-04390,SP-0007
TA-04391,SP-0007
TA-04392,SP-0007
TA-04393,SP-0007
TA-04396,SP-0007
TA-04405,SP-0063
TA-04406,SP-0063
TA-04407,SP-0024
TA-04408,SP-0024
TA-04420,SP-0007
TA-04421,SP-0007
TA-04424,SP-0007
TA-04427,SP-0007
TA-04428,SP-0012
TA-04429,SP-0004
TA-04433,SP-0007
TA-04438,SP-0007
TA-04439,SP-0007
TA-04446,SP-0063
TA-04447,SP-0063
TA-04448,SP-0007
TA-04449,SP-0007
TA-04450,SP-0012
TA-04451,SP-0012
TA-04452,SP-0012
TA-04453,SP-0026
TA-04454,SP-0007
TA-04455,SP-0007
TA-04457,SP-0009
TA-04463,SP-0007
TA-04464,SP-0007
TA-04465,SP-0007
TA-04466,SP-0007
TA-04469,SP-0009
TA-04470,SP-0009
TA-04471,SP-0012
TA-04472,SP-0012
TA-04473,SP-0012
TA-04474,SP-0012
TA-04475,SP-0007
TA-04480,SP-0007
TA-04482,SP-0069
TA-04484,SP-0007
TA-04485,SP-0063
TA-04486,SP-0063
TA-04487,SP-0058
TA-04488,SP-0058
TA-04489,SP-0012
TA-04491,SP-0070
TA-04492,SP-0004
TA-04493,SP-0007
TA-04494,SP-0007
TA-04495,SP-0007
TA-04498,SP-0063
TA-04501,SP-0007
TA-04502,SP-0007
TA-04504,SP-0007
TA-04505,SP-0007
TA-04506,SP-0007
TA-04509,SP-0063
TA-04511,SP-0007
TA-04512,SP-0007
TA-04514,SP-0013
TA-04516,SP-0063
TA-04520,SP-0007
TA-04523,SP-0024
TA-04524,SP-0007
TA-04527,SP-0063
TA-04528,SP-0063
TA-04529,SP-0063
TA-04530,SP-0063
TA-04531,SP-0063
TA-04532,SP-0063
TA-04533,SP-0063
TA-04534,SP-0063
TA-04535,SP-0063
TA-04536,SP-0063
TA-04537,SP-0063
TA-04539,SP-0058
TA-04540,SP-0058
TA-04541,SP-0070
TA-04542,SP-0004
TA-04544,SP-0063
TA-04545,SP-0024
TA-04546,SP-0007
TA-04548,SP-0063
TA-04553,SP-0012
TA-04555,SP-0012
TA-04561,SP-0012
TA-04562,SP-0012
TA-04563,SP-0012
TA-04564,SP-0012
TA-04565,SP-0012
TA-04566,SP-0012
TA-04571,SP-0012
TA-04572,SP-0012
TA-04574,SP-0012
TA-04576,SP-0012
TA-04577,SP-0024
TA-04578,SP-0007
TA-04583,SP-0058
TA-04584,SP-0058
TA-04585,SP-0069
TA-04588,SP-0012
TA-04591,SP-0012
TA-04592,SP-0012
TA-04602,SP-0007
TA-04604,SP-0007
TA-04607,SP-0012
TA-04610,SP-0007
TA-04611,SP-0007
TA-04612,SP-0007
TA-04613,SP-0007
TA-04615,SP-0058
TA-04627,SP-0063
TA-04630,SP-0063
TA-04639,SP-0012
TA-04642,SP-0012
TA-04643,SP-0012
TA-04653,SP-0007
TA-04654,SP-0007
TA-04655,SP-0063
TA-04656,SP-0063
TA-04659,SP-0007
TA-04660,SP-0007
TA-04668,SP-0013
TA-04669,SP-0013
TA-04670,SP-0009
TA-04671,SP-0004
TA-04676,SP-0024
TA-04677,SP-0024
TA-04678,SP-0012
TA-04679,SP-0012
TA-04680,SP-0012
TA-04686,SP-0007
TA-04705,SP-0058
TA-04707,SP-0004
TA-04710,SP-0007
TA-04712,SP-0009
TA-04715,SP-0007
TA-04716,SP-0007
TA-04719,SP-0004
TA-04720,SP-0024
TA-04724,SP-0069
TA-04725,SP-0007
TA-04726,SP-0063
TA-04727,SP-0057
TA-04728,SP-0057
TA-04729,SP-0057
TA-04730,SP-0063
TA-04731,SP-0063
TA-04732,SP-0063
TA-04736,SP-0007
TA-04740,SP-0012
TA-04741,SP-0012
TA-04747,SP-0012
TA-04748,SP-0007
TA-04758,SP-0058
TA-04759,SP-0063
TA-04760,SP-0063
TA-04761,SP-0063
TA-04762,SP-0063
TA-04763,SP-0063
TA-04764,SP-0058
TA-04765,SP-0063
TA-04768,SP-0063
TA-04769,SP-0058
TA-04770,SP-0063
TA-04771,SP-0063
TA-04772,SP-0063
TA-04774,SP-0063
TA-04776,SP-0026
TA-04777,SP-0058
TA-04778,SP-0063
TA-04779,SP-0007
TA-04780,SP-0004
TA-04782,SP-0063
TA-04784,SP-0026
TA-04786,SP-0063
TA-04787,SP-0057
TA-04788,SP-0080
TA-04790,SP-0063
TA-04791,SP-0026
TA-04792,SP-0026
TA-04794,SP-0007
TA-04795,SP-0026
TA-04796,SP-0026
TA-04797,SP-0063
TA-04798,SP-0063
TA-04799,SP-0063
TA-04800,SP-0063
TA-04801,SP-0063
TA-04804,SP-0063
TA-04805,SP-0063
TA-04806,SP-0063
TA-04807,SP-0057
TA-04808,SP-0021
TA-04809,SP-0021
TA-04810,SP-0021
TA-04811,SP-0021
TA-04812,SP-0021
TA-04813,SP-0021
TA-04814,SP-0021
TA-04815,SP-0021
TA-04817,SP-0021
TA-04818,SP-0021
TA-04819,SP-0021
TA-04820,SP-0021
TA-04821,SP-0021
TA-04822,SP-0021
TA-04823,SP-0021
TA-04826,SP-0007
TA-04829,SP-0007
TA-04832,SP-0012
TA-04833,SP-0063
TA-04834,SP-0063
TA-04835,SP-0063
TA-04839,SP-0063
TA-04840,SP-0004
TA-04841,SP-0004
TA-04842,SP-0080
TA-04843,SP-0080
TA-04844,SP-0063
TA-04845,SP-0007
TA-04846,SP-0007
TA-04847,SP-0058
TA-04857,SP-0012
TA-04858,SP-0012
TA-04859,SP-0007
TA-04860,SP-0007
TA-04861,SP-0007
TA-04862,SP-0007
TA-04863,SP-0007
TA-04869,SP-0004
TA-04870,SP-0007
TA-04872,SP-0007
TA-04874,SP-0012
TA-04875,SP-0012
TA-04882,SP-0069
TA-04887,SP-0012
TA-04888,SP-0012
TA-04889,SP-0012
TA-04890,SP-0012
TA-04892,SP-0024
TA-04893,SP-0012
TA-04894,SP-0058
TA-04907,SP-0012
TA-04910,SP-0007
TA-04911,SP-0007
TA-04912,SP-0012
TA-04913,SP-0063
TA-04914,SP-0063
TA-04915,SP-0063
TA-04916,SP-0063
TA-04917,SP-0058
TA-04918,SP-0058
TA-04920,SP-0058
TA-04922,SP-0007
TA-04923,SP-0007
TA-04924,SP-0070
TA-04925,SP-0058
TA-04927,SP-0063
TA-04928,SP-0069
TA-04929,SP-0069
TA-04931,SP-0012
TA-04938,SP-0004
TA-04939,SP-0063
TA-04940,SP-0063
TA-04942,SP-0063
TA-04944,SP-0012
TA-04945,SP-0063
TA-04949,SP-0007
TA-04950,SP-0058
TA-04952,SP-0007
TA-04953,SP-0080
TA-04954,SP-0024
TA-04955,SP-0024
TA-04956,SP-0024
TA-04957,SP-0024
TA-04958,SP-0026
TA-04962,SP-0007
TA-04963,SP-0007
TA-04971,SP-0004
TA-04972,SP-0007
TA-04973,SP-0007
TA-04974,SP-0007
TA-04975,SP-0058
TA-04976,SP-0004
TA-04978,SP-0004
TA-04979,SP-0007
TA-04980,SP-0012
TA-04981,SP-0012
TA-04982,SP-0012
TA-04983,SP-0012
TA-04984,SP-0012
TA-04985,SP-0012
TA-04986,SP-0012
TA-04987,SP-0012
TA-04988,SP-0012
TA-04989,SP-0012
TA-04990,SP-0012
TA-04991,SP-0007
TA-04992,SP-0007
TA-05003,SP-0058
TA-05004,SP-0004
TA-05005,SP-0004
TA-05008,SP-0007
TA-05009,SP-0007
TA-05010,SP-0063
TA-05011,SP-0007
TA-05014,SP-0058
TA-05015,SP-0058
TA-05026,SP-0007
TA-05027,SP-0007
TA-05028,SP-0080
TA-05031,SP-0069
TA-05032,SP-0007
TA-05033,SP-0007
TA-05034,SP-0007
TA-05061,SP-0007
TA-05062,SP-0007
TA-05063,SP-0007
TA-05064,SP-0007
TA-05065,SP-0007
TA-05066,SP-0007
TA-05074,SP-0058
TA-05075,SP-0063
TA-05078,SP-0063
TA-05079,SP-0063
TA-05081,SP-0004
TA-05083,SP-0007
TA-05084,SP-0063
TA-05086,SP-0007
TA-05088,SP-0007
TA-05090,SP-0012
TA-05091,SP-0007
TA-05092,SP-0007
TA-05093,SP-0007
TA-05094,SP-0007
TA-05096,SP-0058
TA-05097,SP-0063
TA-05098,SP-0063
TA-05099,SP-0063
TA-05100,SP-0063
TA-05102,SP-0007
TA-05103,SP-0007
TA-05115,SP-0007
TA-05116,SP-0007
TA-05117,SP-0024
TA-05121,SP-0007
TA-05122,SP-0007
TA-05123,SP-0004
TA-05124,SP-0007
TA-05125,SP-0007
TA-05126,SP-0007
TA-05128,SP-0007
TA-05129,SP-0063
TA-05130,SP-0028
TA-05134,SP-0002
TA-05138,SP-0007
TA-05139,SP-0007
TA-05140,SP-0063
TA-05141,SP-0063
TA-05154,SP-0012
TA-05155,SP-0012
TA-05156,SP-0012
TA-05157,SP-0012
TA-05158,SP-0063
TA-05159,SP-0007
TA-05160,SP-0007
TA-05161,SP-0007
TA-05162,SP-0007
TA-05163,SP-0007
TA-05164,SP-0007
TA-05165,SP-0009
TA-05167,SP-0009
TA-05169,SP-0012
TA-05171,SP-0012
TA-05177,SP-0007
TA-05178,SP-0007
TA-05179,SP-0058
TA-05180,SP-0058
TA-05181,SP-0004
TA-05182,SP-0063
TA-05183,SP-0063
TA-05184,SP-0007
TA-05186,SP-0007
TA-05190,SP-0080
TA-05191,SP-0080
TA-05192,SP-0080
TA-05196,SP-0012
TA-05202,SP-0007
TA-05203,SP-0007
TA-05204,SP-0007
TA-05209,SP-0007
TA-05210,SP-0007
TA-05212,SP-0007
TA-05213,SP-0004
TA-05219,SP-0007
TA-05220,SP-0007
TA-05221,SP-0007
TA-05222,SP-0004
TA-05223,SP-0063
TA-05224,SP-0063
TA-05225,SP-0063
TA-05226,SP-0063
TA-05227,SP-0063
TA-05228,SP-0063
TA-05234,SP-0007
TA-05238,SP-0063
TA-05239,SP-0063
TA-05240,SP-0007
TA-05242,SP-0007
TA-05243,SP-0070
TA-05246,SP-0007
TA-05247,SP-0007
TA-05248,SP-0007
TA-05249,SP-0007
TA-05256,SP-0007
TA-05258,SP-0007
TA-05261,SP-0063
TA-05262,SP-0080
TA-05263,SP-0080
TA-05264,SP-0080
TA-05270,SP-0007
TA-05273,SP-0007
TA-05275,SP-0007
TA-05286,SP-0063
TA-05288,SP-0007
TA-05289,SP-0004
TA-05294,SP-0007
TA-05295,SP-0007
TA-05299,SP-0007
TA-05301,SP-0058
TA-05305,SP-0070
TA-05306,SP-0007
TA-05307,SP-0007
TA-05309,SP-0063
TA-05310,SP-0063
TA-05311,SP-0070
TA-05313,SP-0007
TA-05333,SP-0007
TA-05334,SP-0007
TA-05335,SP-0007
TA-05336,SP-0007
TA-05344,SP-0007
TA-05345,SP-0007
TA-05346,SP-0072
TA-05347,SP-0063
TA-05348,SP-0007
